VNUM	NAME	RANK	TYPE	BATTLE_TYPE	LEVEL	SCALE	AI_FLAG	MOUNT_CAPACITY	RACE_FLAG	IMMUNE_FLAG	EMPIRE	FOLDER	ON_CLICK	ST	DX	HT	IQ	DAMAGE_MIN	DAMAGE_MAX	MAX_HP	REGEN_CYCLE	REGEN_PERCENT	GOLD_MIN	GOLD_MAX	EXP	DEF	ATTACK_SPEED	MOVE_SPEED	AGGRESSIVE_HP_PCT	AGGRESSIVE_SIGHT	ATTACK_RANGE	DROP_ITEM	RESURRECTION_VNUM	ENCHANT_CURSE	ENCHANT_SLOW	ENCHANT_POISON	ENCHANT_STUN	ENCHANT_CRITICAL	ENCHANT_PENETRATE	RESIST_SWORD	RESIST_TWOHAND	RESIST_DAGGER	RESIST_BELL	RESIST_FAN	RESIST_BOW	RESIST_CLAW	RESIST_FIRE	RESIST_ELECT	RESIST_MAGIC	RESIST_WIND	RESIST_POISON	RESIST_BLEEDING	DAM_MULTIPLY	SUMMON	DRAIN_SP	MOB_COLOR	POLYMORPH_ITEM	SKILL_LEVEL0	SKILL_VNUM0	SKILL_LEVEL1	SKILL_VNUM1	SKILL_LEVEL2	SKILL_VNUM2	SKILL_LEVEL3	SKILL_VNUM3	SKILL_LEVEL4	SKILL_VNUM4	SP_BERSERK	SP_STONESKIN	SP_GODSPEED	SP_DEATHBLOW	SP_REVIVE	SKILL_RANGE
7004	M2SF	KNIGHT	MONSTER	MELEE	54	100	AGGR	0	1	STUN,SLOW	0	monkey	0	62	82	41	20	107	131	10627	7	10	278	417	4000	69	110	100	100	2000	150	0	0	0	15	0	0	0	2	15	15	15	15	15	0	0	-30	0	0	0	1	0	2.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7005	M2SF	KNIGHT	MONSTER	MELEE	55	100	AGGR	0	1	STUN,SLOW	0	monkey	0	83	41	62	21	108	132	10969	7	10	382	573	4000	75	90	100	100	2000	150	0	0	0	20	0	0	0	2	15	15	15	15	15	0	0	-30	0	0	0	1	0	2.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7006	M2SF	KNIGHT	MONSTER	MELEE	56	100	AGGR	0	1	STUN,SLOW	0	monkey	0	84	63	42	21	109	133	11315	7	10	283	424	4000	78	80	100	100	2000	150	0	0	0	20	0	0	0	2	15	15	15	15	15	0	0	-30	0	0	0	1	0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7007	M2SF	S_KNIGHT	MONSTER	MELEE	56	100	AGGR	0	1	STUN,SLOW	0	monkey	0	99	97	42	21	119	146	22630	15	15	482	723	4000	69	70	100	100	2000	150	0	0	0	20	0	0	0	2	40	40	40	40	40	0	0	-30	0	0	0	1	0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7008	M2SF	S_PAWN	MONSTER	MELEE	52	100	AGGR	0	0		0	nersluck_1	0	85	43	65	22	112	208	37814	10	7	490	735	4000	75	110	110	100	2000	150	0	0	0	0	0	0	5	5	15	15	15	15	15	0	0	0	0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7009	M2SF	S_KNIGHT	MONSTER	MELEE	53	100	AGGR	0	0		0	nersluck_2	0	85	43	65	22	140	172	60733	6	10	522	783	4000	69	110	100	100	2000	150	0	0	0	0	0	0	10	5	15	15	15	15	15	0	0	0	0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7010	M2SF	S_PAWN	MONSTER	MELEE	54	100	AGGR	0	0		0	nersluck_3	0	85	43	65	22	112	208	66632	10	7	529	796	4000	75	80	100	100	2000	150	0	0	0	0	0	0	0	5	15	15	15	15	15	0	0	0	0	0	0	0	0	2.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7012	M2SF	S_PAWN	MONSTER	MELEE	52	100	AGGR	0	512		0	evil_eye	0	60	80	40	20	95	116	2457	3	5	587	880	4000	78	110	100	100	2000	150	0	0	0	0	0	3	0	5	15	15	15	15	15	50	0	10	20	0	0	0	0	2.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7013	M2SF	S_PAWN	MONSTER	MELEE	53	100	AGGR	0	512		0	giant_scorpion	0	61	81	40	20	87	131	2651	3	5	875	1314	4000	69	110	80	100	2000	150	0	0	0	0	0	0	0	5	15	15	15	15	15	50	0	10	20	0	0	0	0	2.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7014	M2SF	KNIGHT	MONSTER	MELEE	54	100	AGGR	0	512	POISON	0	scorpionman_sword	0	61	81	41	20	79	147	4226	12	10	889	1334	4000	75	120	120	100	2000	150	0	0	0	0	5	0	0	5	15	15	15	15	15	50	0	10	20	0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7015	M2SF	S_PAWN	MONSTER	RANGE	54	100	AGGR	0	512	POISON	0	scorpionman_bow	0	62	82	41	20	107	131	2455	7	5	902	1352	4000	78	70	70	100	2000	850	0	0	0	0	5	0	5	5	15	15	15	15	15	5	0	10	20	0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7016	M2SF	KNIGHT	MONSTER	MELEE	55	100	AGGR	0	512	POISON	0	snakeman_sword	0	83	41	62	21	108	132	4834	12	10	1148	1723	4000	69	120	110	100	2000	150	0	0	0	0	5	0	0	5	15	15	15	15	15	10	0	10	20	0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7017	M2SF	KNIGHT	MONSTER	RANGE	56	100	AGGR	0	512	POISON	0	snakeman_bow	0	84	63	42	21	109	133	3726	7	5	560	840	4000	75	70	110	100	2000	850	0	0	0	0	5	0	0	5	15	15	15	15	15	5	0	10	20	0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7018	M2SF	S_KNIGHT	MONSTER	MELEE	56	100	AGGR	0	512		0	outlaw	0	99	97	42	21	119	146	9122	7	10	592	888	4000	78	110	120	100	2000	150	0	0	0	0	0	0	5	5	15	15	15	15	15	0	0	10	20	0	0	0	0	2.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7019	M2SF	S_PAWN	MONSTER	MELEE	59	100	AGGR	0	0		0	fire_tiger	0	85	43	65	22	130	159	6660	6	10	608	912	4000	69	110	130	100	2000	150	0	0	0	0	0	0	15	20	15	15	15	15	15	50	0	90	0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7020	M2SF	S_PAWN	MONSTER	MAGIC	59	100	AGGR,NOMOVE	0	0		0	fire_ghost	0	85	43	65	22	132	161	6660	10	7	640	960	4000	75	110	130	100	2000	850	0	0	0	0	0	0	15	20	15	15	15	15	15	5	0	90	0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0
7021	M2SF	KNIGHT	MONSTER	MELEE	60	100	AGGR	0	0		0	fire_tiger_boss	0	85	43	65	22	119	178	9110	10	10	672	1008	4000	78	110	130	100	2000	150	0	0	0	0	0	0	15	20	15	15	15	15	15	10	0	90	0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0
7022	M2SF	KNIGHT	MONSTER	POWER	61	100	AGGR	0	0	CURSE	0	fire_man	0	85	43	65	22	105	195	9338	6	10	278	417	4000	69	110	130	100	2000	150	0	0	0	0	0	0	15	20	15	15	15	15	15	5	0	90	0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7023	M2SF	S_KNIGHT	MONSTER	POWER	62	100	AGGR	0	0	SLOW,CURSE	0	fire_knight	0	85	43	65	22	106	198	14951	10	7	382	573	4000	75	110	130	100	2000	150	0	0	0	0	0	0	15	20	15	15	15	15	15	0	0	90	0	0	0	0	0	2.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7024	M2SF	S_PAWN	MONSTER	MAGIC	64	100	AGGR,NOMOVE	0	32768		0	ent_trent	0	75	57	50	10	128	193	2158	10	10	283	424	4000	78	110	130	100	2000	900	0	0	0	3	0	0	15	20	15	15	15	15	15	50	0	0	0	50	0	0	0	2.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7025	M2SF	KNIGHT	MONSTER	MELEE	66	100	AGGR	0	32768		0	ent_guru	0	92	42	65	10	148	181	4219	6	10	482	723	4000	69	130	130	100	2000	150	0	0	0	0	0	0	15	20	15	15	15	15	15	5	0	0	0	25	0	0	0	2.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0
7026	M2SF	KNIGHT	MONSTER	MAGIC	67	100	AGGR	0	32768		0	ent_hu	0	86	55	65	10	133	200	3419	6	10	490	735	4000	69	110	170	100	2000	650	0	0	0	0	10	0	5	15	15	15	15	15	15	10	0	0	0	30	0	0	0	2.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0
7027	M2SF	S_KNIGHT	MONSTER	MELEE	70	100	AGGR	0	32768	SLOW,CURSE	0	ent_red	0	89	49	77	10	120	224	6935	10	7	587	880	4000	75	125	150	100	2000	150	0	0	0	0	0	0	15	20	15	15	15	15	15	5	0	0	0	35	0	0	0	2.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7028	M2SF	S_KNIGHT	MONSTER	MELEE	72	100	AGGR	0	32768	SLOW,CURSE	0	ent_black	0	94	75	75	10	123	229	7106	10	10	875	1314	4000	78	125	150	100	2000	150	0	0	0	0	3	0	15	20	15	15	15	15	15	0	0	0	0	40	0	0	0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7029	M2SF	S_PAWN	MONSTER	MAGIC	35	100		0	0		0	ice_snow_monster	0	35	23	42	12	59	110	1389	5	7	889	1334	2368	41	90	100	100	2000	850	0	0	0	10	0	0	0	2	15	15	15	15	15	0	0	-30	0	0	0	1	0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7030	M2SF	S_PAWN	MONSTER	MELEE	31	100		0	0		0	ice_snow_whale	0	37	25	49	12	55	101	1571	10	9	902	1352	3500	37	100	100	100	2000	150	0	0	0	10	0	0	0	2	15	15	15	15	15	0	0	-30	0	0	0	1	0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0
7031	M2SF	S_PAWN	MONSTER	MELEE	33	100		0	0		0	ice_snow_insect	0	37	49	25	12	73	89	1733	10	9	1148	1723	3724	39	110	100	100	2000	150	0	0	0	15	0	0	0	2	15	15	15	15	15	0	0	-30	0	0	0	1	0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0
7032	M2SF	KNIGHT	MONSTER	MELEE	35	100		0	0	STUN,SLOW	0	ice_snow_dog	0	38	25	50	13	59	110	1852	10	9	592	888	3948	41	110	100	100	2000	150	0	0	0	15	0	0	0	2	15	15	15	15	15	0	0	-30	0	0	0	1	0	2.0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7033	M2SF	KNIGHT	MONSTER	MELEE	36	100		0	0	STUN,SLOW	0	ice_snow_man	0	38	50	25	13	78	95	3010	5	9	608	912	8120	42	90	100	100	2000	150	0	0	0	20	0	0	0	2	15	15	15	15	15	0	0	-30	0	0	0	1	0	2.0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7034	M2SF	KNIGHT	MONSTER	MELEE	38	100		0	0	STUN,SLOW	0	ice_snow_giant_man	0	26	39	51	13	63	117	3249	5	9	640	960	8568	44	80	100	100	2000	150	0	0	0	20	0	0	0	2	15	15	15	15	15	0	0	-30	0	0	0	1	0	2.0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7035	M2SF	S_KNIGHT	MONSTER	MELEE	40	100		0	0	STUN,SLOW	0	ice_snow_golem	0	51	26	39	13	66	122	3500	5	9	672	1008	9016	46	70	100	100	2000	150	0	0	0	20	0	0	0	2	40	40	40	40	40	0	0	-30	0	0	0	1	0	1.0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7036	M2SF	S_PAWN	MONSTER	MAGIC	52	100		0	0		0	ice_snow_monster	0	67	50	34	17	106	130	1906	7	2	382	573	2090	59	90	100	100	2000	850	0	0	0	10	0	0	0	2	15	15	15	15	15	0	0	-30	0	0	0	1	0	1.0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7037	M2SF	S_PAWN	MONSTER	MELEE	53	100		0	0		0	ice_snow_whale	0	68	50	34	17	107	144	2360	7	2	283	424	2556	60	100	100	100	2000	150	0	0	0	10	0	0	0	2	15	15	15	15	15	0	0	-30	0	0	0	1	0	1.0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7038	M2SF	S_PAWN	MONSTER	MELEE	54	100		0	0		0	ice_snow_insect	0	69	52	35	17	109	134	2433	7	2	482	723	2604	62	110	100	100	2000	150	0	0	0	15	0	0	0	2	15	15	15	15	15	0	0	-30	0	0	0	1	0	1.0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7039	M2SF	KNIGHT	MONSTER	MELEE	54	100		0	0	STUN,SLOW	0	ice_snow_dog	0	69	52	35	17	110	146	3244	12	7	490	735	4340	62	110	100	100	2000	150	0	0	0	15	0	0	0	2	15	15	15	15	15	0	0	-30	0	0	0	1	0	2.0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7040	M2SF	KNIGHT	MONSTER	MELEE	55	100		0	0	STUN,SLOW	0	ice_snow_man	0	71	53	35	18	112	161	2508	7	2	875	1314	2652	63	90	100	100	2000	150	0	0	0	20	0	0	0	2	15	15	15	15	15	0	0	-30	0	0	0	1	0	2.0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7041	M2SF	KNIGHT	MONSTER	MELEE	56	100		0	0	STUN,SLOW	0	ice_snow_giant_man	0	72	54	36	18	113	138	5382	7	7	889	1334	9000	64	80	100	100	2000	150	0	0	0	20	0	0	0	2	15	15	15	15	15	0	0	-30	0	0	0	1	0	2.0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7042	M2SF	S_KNIGHT	MONSTER	MELEE	57	100		0	0	STUN,SLOW	0	ice_snow_golem	0	73	55	37	18	115	140	5542	7	7	902	1352	9160	65	70	100	100	2000	150	0	0	0	20	0	0	0	2	40	40	40	40	40	0	0	-30	0	0	0	1	0	1.0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7043	M2SF	S_PAWN	MONSTER	MAGIC	81	100		0	0		0	ice_snow_monster	0	78	104	52	20	173	320	5523	7	5	76	114	5378	70	90	100	100	2000	850	0	0	0	10	0	0	0	2	15	15	15	15	15	0	0	-30	0	0	0	1	0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7044	M2SF	S_PAWN	MONSTER	MELEE	81	100		0	0		0	ice_snow_whale	0	79	105	52	20	225	275	5676	7	5	136	204	5464	71	100	100	100	2000	150	0	0	0	10	0	0	0	2	15	15	15	15	15	0	0	-30	0	0	0	1	0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7045	M2SF	S_PAWN	MONSTER	MELEE	82	100		0	0		0	ice_snow_insect	0	79	105	53	20	176	329	5834	7	5	196	294	5552	72	110	100	100	2000	150	0	0	0	15	0	0	0	2	15	15	15	15	15	0	0	-30	0	0	0	1	0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7046	M2SF	KNIGHT	MONSTER	MELEE	83	100		0	0	STUN,SLOW	0	ice_snow_dog	0	81	107	53	20	176	329	7778	12	10	256	384	9252	72	110	100	100	2000	150	0	0	0	15	0	0	0	2	15	15	15	15	15	0	0	-30	0	0	0	1	0	2.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7047	M2SF	KNIGHT	MONSTER	MELEE	83	100		0	0	STUN,SLOW	0	ice_snow_man	0	108	53	81	21	230	283	7993	12	10	316	474	9396	73	90	100	100	2000	150	0	0	0	20	0	0	0	2	15	15	15	15	15	0	0	-30	0	0	0	1	0	2.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7048	M2SF	KNIGHT	MONSTER	MELEE	84	100		0	0	STUN,SLOW	0	ice_snow_giant_man	0	109	82	55	21	182	338	8207	7	5	376	564	9540	75	80	100	100	2000	150	0	0	0	20	0	0	0	2	15	15	15	15	15	0	0	-30	0	0	0	1	0	2.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7049	M2SF	S_KNIGHT	MONSTER	MELEE	85	100		0	0	STUN,SLOW	0	ice_snow_golem	0	129	126	55	21	182	338	12823	7	10	436	654	19080	75	70	100	100	2000	150	0	0	0	20	0	0	0	2	40	40	40	40	40	0	0	-30	0	0	0	1	0	2.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7050	M2SF	S_PAWN	MONSTER	MELEE	35	100	AGGR	0	512		0	evil_eye	0	35	23	42	12	59	110	1389	5	7	496	744	2368	41	110	100	100	2000	150	0	0	0	0	0	3	0	5	15	15	15	15	15	50	0	10	20	0	0	0	0	2.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7051	M2SF	S_PAWN	MONSTER	MELEE	31	100	AGGR	0	512		0	giant_scorpion	0	37	25	49	12	55	101	1571	10	9	556	834	3500	37	110	80	100	2000	150	0	0	0	0	0	0	0	5	15	15	15	15	15	50	0	10	20	0	0	0	0	2.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7052	M2SF	KNIGHT	MONSTER	MELEE	33	100	AGGR	0	512	POISON	0	scorpionman_sword	0	37	49	25	12	73	89	1733	10	9	616	924	3724	39	120	120	100	2000	150	0	0	0	0	5	0	0	5	15	15	15	15	15	50	0	10	20	0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7053	M2SF	S_PAWN	MONSTER	RANGE	35	100	AGGR	0	512	POISON	0	scorpionman_bow	0	38	25	50	13	59	110	1852	10	9	676	1014	3948	41	70	70	100	2000	850	0	0	0	0	5	0	5	5	15	15	15	15	15	5	0	10	20	0	0	0	0	2.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7054	M2SF	KNIGHT	MONSTER	MELEE	36	100	AGGR	0	512	POISON	0	snakeman_sword	0	38	50	25	13	78	95	3010	5	9	736	1104	8120	42	120	110	100	2000	150	0	0	0	0	5	0	0	5	15	15	15	15	15	10	0	10	20	0	0	0	0	2.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7055	M2SF	KNIGHT	MONSTER	RANGE	38	100	AGGR	0	512	POISON	0	snakeman_bow	0	26	39	51	13	63	117	3249	5	9	796	1194	8568	44	70	110	100	2000	850	0	0	0	0	5	0	0	5	15	15	15	15	15	5	0	10	20	0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7056	M2SF	S_KNIGHT	MONSTER	MELEE	40	100	AGGR	0	512		0	outlaw	0	51	26	39	13	66	122	3500	5	9	856	1284	9016	46	110	120	100	2000	150	0	0	0	0	0	0	5	5	15	15	15	15	15	0	0	10	20	0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7057	M2SF	S_PAWN	MONSTER	MELEE	52	100	AGGR	0	512		0	evil_eye	0	67	50	34	17	106	130	1906	7	2	616	924	2090	59	110	100	100	2000	150	0	0	0	0	0	3	0	5	15	15	15	15	15	50	0	10	20	0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7058	M2SF	S_PAWN	MONSTER	MELEE	53	100	AGGR	0	512		0	giant_scorpion	0	68	50	34	17	107	144	2360	7	2	676	1014	2556	60	110	80	100	2000	150	0	0	0	0	0	0	0	5	15	15	15	15	15	50	0	10	20	0	0	0	0	2.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7059	M2SF	KNIGHT	MONSTER	MELEE	54	100	AGGR	0	512	POISON	0	scorpionman_sword	0	69	52	35	17	109	134	2433	7	2	736	1104	2604	62	120	120	100	2000	150	0	0	0	0	5	0	0	5	15	15	15	15	15	50	0	10	20	0	0	0	0	2.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7060	M2SF	S_PAWN	MONSTER	RANGE	54	100	AGGR	0	512	POISON	0	scorpionman_bow	0	69	52	35	17	110	146	3244	12	7	796	1194	4340	62	70	70	100	2000	850	0	0	0	0	5	0	5	5	15	15	15	15	15	5	0	10	20	0	0	0	0	2.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7061	M2SF	KNIGHT	MONSTER	MELEE	55	100	AGGR	0	512	POISON	0	snakeman_sword	0	71	53	35	18	112	161	2508	7	2	856	1284	2652	63	120	110	100	2000	150	0	0	0	0	5	0	0	5	15	15	15	15	15	10	0	10	20	0	0	0	0	2.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7062	M2SF	KNIGHT	MONSTER	RANGE	56	100	AGGR	0	512	POISON	0	snakeman_bow	0	72	54	36	18	113	138	5382	7	7	966	1404	9000	64	70	110	100	2000	850	0	0	0	0	5	0	0	5	15	15	15	15	15	5	0	10	20	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7063	M2SF	S_KNIGHT	MONSTER	MELEE	57	100	AGGR	0	512		0	outlaw	0	73	55	37	18	115	140	5542	7	7	966	1404	9160	65	110	120	100	2000	150	0	0	0	0	0	0	5	5	15	15	15	15	15	0	0	10	20	0	0	0	0	2.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7064	M2SF	S_PAWN	MONSTER	MELEE	81	100	AGGR	0	512		0	evil_eye	0	78	104	52	20	173	320	5523	7	5	966	1404	5378	70	110	100	100	2000	150	0	0	0	0	0	3	0	5	15	15	15	15	15	50	0	10	20	0	0	0	0	2.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7065	M2SF	S_PAWN	MONSTER	MELEE	81	100	AGGR	0	512		0	giant_scorpion	0	79	105	52	20	225	275	5676	7	5	966	1404	5464	71	110	80	100	2000	150	0	0	0	0	0	0	0	5	15	15	15	15	15	50	0	10	20	0	0	0	0	2.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7066	M2SF	KNIGHT	MONSTER	MELEE	82	100	AGGR	0	512	POISON	0	scorpionman_sword	0	79	105	53	20	176	329	5834	7	5	976	1464	5552	72	120	120	100	2000	150	0	0	0	0	5	0	0	5	15	15	15	15	15	50	0	10	20	0	0	0	0	2.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7067	M2SF	S_PAWN	MONSTER	RANGE	83	100	AGGR	0	512	POISON	0	scorpionman_bow	0	81	107	53	20	176	329	7778	12	10	1036	1554	9252	72	70	70	100	2000	850	0	0	0	0	5	0	5	5	15	15	15	15	15	5	0	10	20	0	0	0	0	2.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7068	M2SF	KNIGHT	MONSTER	MELEE	83	100	AGGR	0	512	POISON	0	snakeman_sword	0	108	53	81	21	230	283	7993	12	10	1096	1644	9396	73	120	110	100	2000	150	0	0	0	0	5	0	0	5	15	15	15	15	15	10	0	10	20	0	0	0	0	2.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7069	M2SF	KNIGHT	MONSTER	RANGE	84	100	AGGR	0	512	POISON	0	snakeman_bow	0	109	82	55	21	182	338	8207	7	5	1196	1744	9540	75	70	110	100	2000	850	0	0	0	0	5	0	0	5	15	15	15	15	15	5	0	10	20	0	0	0	0	4.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7070	M2SF	S_KNIGHT	MONSTER	MELEE	85	100	AGGR	0	512		0	outlaw	0	129	126	55	21	182	338	12823	7	10	1000	2000	19080	75	110	120	100	2000	150	0	0	0	0	0	0	5	5	15	15	15	15	15	0	0	10	20	0	0	0	0	2.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7071	M2SF	S_PAWN	MONSTER	MELEE	33	100	AGGR	0	0		0	fire_tiger	0	37	49	25	12	73	89	1733	10	9	1000	2000	3724	39	110	130	100	2000	150	0	0	0	0	0	0	15	20	15	15	15	15	15	50	0	90	0	0	0	0	0	2.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7072	M2SF	S_PAWN	MONSTER	MAGIC	35	100	AGGR,NOMOVE	0	0		0	fire_ghost	0	38	25	50	13	59	110	1852	10	9	1000	2000	3948	41	110	130	100	2000	850	0	0	0	0	0	0	15	20	15	15	15	15	15	5	0	90	0	0	0	0	0	2.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7073	M2SF	KNIGHT	MONSTER	MELEE	36	100	AGGR	0	0		0	fire_tiger_boss	0	38	50	25	13	78	95	3010	5	9	1000	2000	8120	42	110	130	100	2000	150	0	0	0	0	0	0	15	20	15	15	15	15	15	10	0	90	0	0	0	0	0	3.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7074	M2SF	KNIGHT	MONSTER	POWER	38	100	AGGR	0	0	CURSE	0	fire_man	0	26	39	51	13	63	117	3249	5	9	1000	2000	8568	44	110	130	100	2000	150	0	0	0	0	0	0	15	20	15	15	15	15	15	5	0	90	0	0	0	0	0	3.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7075	M2SF	S_KNIGHT	MONSTER	POWER	40	100	AGGR	0	0	SLOW,CURSE	0	fire_knight	0	51	26	39	13	66	122	3500	5	9	1000	2000	9016	46	110	130	100	2000	150	0	0	0	0	0	0	15	20	15	15	15	15	15	0	0	90	0	0	0	0	0	3.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7076	M2SF	S_PAWN	MONSTER	MELEE	54	100	AGGR	0	0		0	fire_tiger	0	69	52	35	17	109	134	2433	7	2	1000	2000	2604	62	110	130	100	2000	150	0	0	0	0	0	0	15	20	15	15	15	15	15	50	0	90	0	0	0	0	0	3.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7077	M2SF	S_PAWN	MONSTER	MAGIC	54	100	AGGR,NOMOVE	0	0		0	fire_ghost	0	69	52	35	17	110	146	3244	12	7	1000	2000	4340	62	110	130	100	2000	850	0	0	0	0	0	0	15	20	15	15	15	15	15	5	0	90	0	0	0	0	0	3.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7078	M2SF	KNIGHT	MONSTER	MELEE	55	100	AGGR	0	0		0	fire_tiger_boss	0	71	53	35	18	112	161	2508	7	2	1000	2000	2652	63	110	130	100	2000	150	0	0	0	0	0	0	15	20	15	15	15	15	15	10	0	90	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
